"JobTitle","JobLocation","Company","EstimateBaseSalary","LowEstimate","HighEstimate","CompanySize","CompanyType","CompanySector","CompanyFounded","CompanyIndustry","CompanyRevenue","CompanyRating","CompanyFriendReccomendation","CompanyCEOApproval","CompanyNumberOfRaters","CompanyCareerOpportunities","CompensationAndBenefits","CompanyCultureAndValues","CompanySeniorManagement","CompanyWorkLifeBalance","State","python_yn","r_yn","sql_yn","java_yn","javascript_yn","git_yn","excel_yn","tableau_yn","mathematic_yn","statistic_yn","latitude","longitude"
"Data Scientist","Sydney","APRA - Australian Prudential Regulation Authority",129075,116000,144000,"501 to 1000 Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$100 to $500 million (USD)",3.8,56,78,0,2.9,3.6,3.7,3.4,4.4,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","APRA - Australian Prudential Regulation Authority",129075,116000,144000,"501 to 1000 Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$100 to $500 million (USD)",3.8,56,78,0,2.9,3.6,3.7,3.4,4.4,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","VGW",149287,134000,167000,"501 to 1000 Employees","Company - Private","Information Technology",2010,"Internet & Web Services","Unknown / Non-Applicable",4,77,93,80,3.9,3.9,4.1,3.8,4.2,"New South Wales",1,0,1,0,0,0,0,1,0,1,-33.8688,151.2093
"Data Scientist","Sydney","APRA",116190,100000,135000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,4,3,4,4,3,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","APRA",116190,100000,135000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,4,3,4,4,3,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Interpro People",135000,120000,150000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","APRA - Australian Prudential Regulation Authority",129075,116000,144000,"501 to 1000 Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$100 to $500 million (USD)",3.8,56,78,0,2.9,3.6,3.7,3.4,4.4,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","APRA",116190,100000,135000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,4,3,4,4,3,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Aon",84429,68000,104000,"10000+ Employees","Company - Public","Insurance",1892,"Insurance Agencies & Brokerages","$10+ billion (USD)",4.3,87,93,3514,3.7,3.5,3.9,3.6,3.7,"New South Wales",0,0,1,0,1,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","Aon",84429,68000,104000,"10000+ Employees","Company - Public","Insurance",1892,"Insurance Agencies & Brokerages","$10+ billion (USD)",3.9,79,86,2330,3.7,3.5,3.9,3.6,3.7,"New South Wales",0,0,1,0,1,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","Lion",89582,75000,107000,"5001 to 10000 Employees","Company - Private","Manufacturing",1943,"Food & Beverage Manufacturing","$2 to $5 billion (USD)",4.3,90,93,2293,3.7,3.9,3.9,3.6,4,"New South Wales",1,0,1,0,0,0,1,0,0,1,-33.8688,151.2093
"Data Scientist","Sydney","Lion",89582,75000,107000,"5001 to 10000 Employees","Company - Private","Manufacturing",1943,"Food & Beverage Manufacturing","$2 to $5 billion (USD)",4.3,90,93,2293,3.7,3.9,3.9,3.6,4,"New South Wales",1,0,1,0,0,0,1,0,0,1,-33.8688,151.2093
"Data Scientist","Sydney","Aon",84429,68000,104000,"10000+ Employees","Company - Public","Insurance",1892,"Insurance Agencies & Brokerages","$10+ billion (USD)",3.9,79,86,2330,3.7,3.5,3.9,3.6,3.7,"New South Wales",0,0,1,0,1,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","Lion",89582,75000,107000,"5001 to 10000 Employees","Company - Private","Manufacturing",1943,"Food & Beverage Manufacturing","$2 to $5 billion (USD)",4.3,90,93,2293,3.7,3.9,3.9,3.6,4,"New South Wales",1,0,1,0,0,0,1,0,0,1,-33.8688,151.2093
"Data Scientist","Sydney","MALTEM Australia",170000,170000,170000,"1001 to 5000 Employees","Company - Private","Management & Consulting",2001,"Business Consulting","$50 to $100 million (USD)",3.8,76,75,52,3.9,3.7,3.6,3.6,3.9,"New South Wales",0,1,1,0,0,0,0,0,1,1,-33.8688,151.2093
"Data Scientist","Sydney","MALTEM Australia",170000,170000,170000,"1001 to 5000 Employees","Company - Private","Management & Consulting",2001,"Business Consulting","$50 to $100 million (USD)",3.8,76,75,52,3.9,3.7,3.6,3.6,3.9,"New South Wales",0,1,1,0,0,0,0,0,1,1,-33.8688,151.2093
"Data Scientist","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Analyst","Sydney","Hearts & Science",50400,40000,64000,"1001 to 5000 Employees","Company - Public","Media & Communication",2015,"Advertising & Public Relations","$2 to $5 billion (USD)",3.4,53,72,25,3.4,3.1,3.5,3.1,2.9,"New South Wales",1,1,1,0,0,0,1,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","MALTEM Australia",170000,170000,170000,"1001 to 5000 Employees","Company - Private","Management & Consulting",2001,"Business Consulting","$50 to $100 million (USD)",3.8,76,75,52,3.9,3.7,3.6,3.6,3.9,"New South Wales",0,1,1,0,0,0,0,0,1,1,-33.8688,151.2093
"Data Analyst","Sydney","Hearts & Science",50400,40000,64000,"1001 to 5000 Employees","Company - Public","Media & Communication",2015,"Advertising & Public Relations","$2 to $5 billion (USD)",3.4,53,72,25,3.4,3.1,3.5,3.1,2.9,"New South Wales",1,1,1,0,0,0,1,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Analyst","Sydney","Hearts & Science",50400,40000,64000,"1001 to 5000 Employees","Company - Public","Media & Communication",2015,"Advertising & Public Relations","$2 to $5 billion (USD)",3.4,53,72,25,3.4,3.1,3.5,3.1,2.9,"New South Wales",1,1,1,0,0,0,1,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","APRA - Australian Prudential Regulation Authority",129075,116000,144000,"501 to 1000 Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$100 to $500 million (USD)",3.8,56,78,0,2.9,3.6,3.7,3.4,4.4,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","APRA",116190,100000,135000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,4,3,4,4,3,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","PLAYGROUND XYZ",122107,107000,140000,"51 to 200 Employees","Company - Private","Media & Communication",2015,"Advertising & Public Relations","$25 to $50 million (USD)",4.7,93,78,0,4.8,4.5,4.9,4.7,4.7,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","PLAYGROUND XYZ",122107,107000,140000,"51 to 200 Employees","Company - Private","Media & Communication",2015,"Advertising & Public Relations","$25 to $50 million (USD)",4.7,93,78,0,4.8,4.5,4.9,4.7,4.7,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Analyst","Sydney","Commonwealth Bank",102762,88000,120000,"10000+ Employees","Company - Public","Finance",1911,"Banking & Lending","$5 to $10 billion (USD)",4.1,85,90,1603,4,3.8,4.1,3.7,4,"New South Wales",1,0,1,0,0,0,0,1,0,0,-33.8688,151.2093
"Data Analyst","Sydney","Commonwealth Bank",102762,88000,120000,"10000+ Employees","Company - Public","Finance",1911,"Banking & Lending","$5 to $10 billion (USD)",4.1,85,90,1603,4,3.8,4.1,3.7,4,"New South Wales",1,0,1,0,0,0,0,1,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Aon",84429,68000,104000,"10000+ Employees","Company - Public","Insurance",1892,"Insurance Agencies & Brokerages","$10+ billion (USD)",3.6,68,81,1163,3.7,3.5,3.9,3.6,3.7,"New South Wales",0,0,1,0,1,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","PLAYGROUND XYZ",122107,107000,140000,"51 to 200 Employees","Company - Private","Media & Communication",2015,"Advertising & Public Relations","$25 to $50 million (USD)",4.7,93,78,0,4.8,4.5,4.9,4.7,4.7,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Lion",89582,75000,107000,"5001 to 10000 Employees","Company - Private","Manufacturing",1943,"Food & Beverage Manufacturing","$2 to $5 billion (USD)",3.9,85,61,95,3.7,3.9,3.9,3.6,4,"New South Wales",1,0,1,0,0,0,1,0,0,1,-33.8688,151.2093
"Data Analyst","Sydney","Commonwealth Bank",102762,88000,120000,"10000+ Employees","Company - Public","Finance",1911,"Banking & Lending","$5 to $10 billion (USD)",4.1,85,90,1603,4,3.8,4.1,3.7,4,"New South Wales",1,0,1,0,0,0,0,1,0,0,-33.8688,151.2093
"Data Engineer","Sydney","AMP Limited",155763,140000,173000,"5001 to 10000 Employees","Company - Public","Finance",1849,"Investment & Asset Management","$5 to $10 billion (USD)",3.3,54,12,5,3,3.1,3.2,2.7,3.9,"New South Wales",0,0,0,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Engineer","Sydney","AMP Limited",155763,140000,173000,"5001 to 10000 Employees","Company - Public","Finance",1849,"Investment & Asset Management","$5 to $10 billion (USD)",3.3,54,12,5,3,3.1,3.2,2.7,3.9,"New South Wales",0,0,0,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Kaplan Australia",120181,100000,144000,"10000+ Employees","Subsidiary or Business Segment","Education",1938,"Education Support & Training Services","$2 to $5 billion (USD)",3.6,61,75,241,3.2,3.2,3.6,3.3,3.6,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Kaplan Australia",120181,100000,144000,"10000+ Employees","Subsidiary or Business Segment","Education",1938,"Education Support & Training Services","$2 to $5 billion (USD)",3.6,61,75,241,3.2,3.2,3.6,3.3,3.6,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","MALTEM Australia",170000,170000,170000,"1001 to 5000 Employees","Company - Private","Management & Consulting",2001,"Business Consulting","$50 to $100 million (USD)",3.8,76,75,52,3.9,3.7,3.6,3.6,3.9,"New South Wales",0,1,1,0,0,0,0,0,1,1,-33.8688,151.2093
"Data Engineer","Sydney","AMP Limited",155763,140000,173000,"5001 to 10000 Employees","Company - Public","Finance",1849,"Investment & Asset Management","$5 to $10 billion (USD)",3.3,54,12,5,3,3.1,3.2,2.7,3.9,"New South Wales",0,0,0,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","Kaplan Australia",120181,100000,144000,"10000+ Employees","Subsidiary or Business Segment","Education",1938,"Education Support & Training Services","$2 to $5 billion (USD)",3.6,61,75,241,3.2,3.2,3.6,3.3,3.6,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Analyst","Sydney","Hearts & Science",50400,40000,64000,"1001 to 5000 Employees","Company - Public","Media & Communication",2015,"Advertising & Public Relations","$2 to $5 billion (USD)",3.4,53,72,25,3.4,3.1,3.5,3.1,2.9,"New South Wales",1,1,1,0,0,0,1,0,0,0,-33.8688,151.2093
"Other","Sydney","Logickube",90000,90000,90000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Other","Sydney","Logickube",90000,90000,90000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Interpro People",135000,120000,150000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","Interpro People",135000,120000,150000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","APRA",116190,100000,135000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,4,3,4,4,3,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","APRA",116190,100000,135000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,4,3,4,4,3,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","VGW",149287,134000,167000,"501 to 1000 Employees","Company - Private","Information Technology",2010,"Internet & Web Services","Unknown / Non-Applicable",4,77,93,80,3.9,3.9,4.1,3.8,4.2,"New South Wales",1,0,1,0,0,0,0,1,0,1,-33.8688,151.2093
"Data Scientist","Sydney","Interpro People",135000,120000,150000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","Interpro People",135000,120000,150000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","APRA",116190,100000,135000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,4,3,4,4,3,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","MALTEM Australia",170000,170000,170000,"1001 to 5000 Employees","Company - Private","Management & Consulting",2001,"Business Consulting","$50 to $100 million (USD)",3.8,76,75,52,3.9,3.7,3.6,3.6,3.9,"New South Wales",0,1,1,0,0,0,0,0,1,1,-33.8688,151.2093
"Data Scientist","Sydney","MALTEM Australia",170000,170000,170000,"1001 to 5000 Employees","Company - Private","Management & Consulting",2001,"Business Consulting","$50 to $100 million (USD)",3.8,76,75,52,3.9,3.7,3.6,3.6,3.9,"New South Wales",0,1,1,0,0,0,0,0,1,1,-33.8688,151.2093
"Data Scientist","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Scientist","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Analyst","Sydney","Hearts & Science",50400,40000,64000,"1001 to 5000 Employees","Company - Public","Media & Communication",2015,"Advertising & Public Relations","$2 to $5 billion (USD)",3.4,53,72,25,3.4,3.1,3.5,3.1,2.9,"New South Wales",1,1,1,0,0,0,1,0,0,0,-33.8688,151.2093
"Data Analyst","Sydney","Hearts & Science",50400,40000,64000,"1001 to 5000 Employees","Company - Public","Media & Communication",2015,"Advertising & Public Relations","$2 to $5 billion (USD)",3.4,53,72,25,3.4,3.1,3.5,3.1,2.9,"New South Wales",1,1,1,0,0,0,1,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","MALTEM Australia",170000,170000,170000,"1001 to 5000 Employees","Company - Private","Management & Consulting",2001,"Business Consulting","$50 to $100 million (USD)",3.8,76,75,52,3.9,3.7,3.6,3.6,3.9,"New South Wales",0,1,1,0,0,0,0,0,1,1,-33.8688,151.2093
"Data Scientist","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Analyst","Sydney","Hearts & Science",50400,40000,64000,"1001 to 5000 Employees","Company - Public","Media & Communication",2015,"Advertising & Public Relations","$2 to $5 billion (USD)",3.4,53,72,25,3.4,3.1,3.5,3.1,2.9,"New South Wales",1,1,1,0,0,0,1,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","PLAYGROUND XYZ",122107,107000,140000,"51 to 200 Employees","Company - Private","Media & Communication",2015,"Advertising & Public Relations","$25 to $50 million (USD)",4.7,93,78,0,4.8,4.5,4.9,4.7,4.7,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","PLAYGROUND XYZ",122107,107000,140000,"51 to 200 Employees","Company - Private","Media & Communication",2015,"Advertising & Public Relations","$25 to $50 million (USD)",4.7,93,78,0,4.8,4.5,4.9,4.7,4.7,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","APRA - Australian Prudential Regulation Authority",129075,116000,144000,"501 to 1000 Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$100 to $500 million (USD)",3.8,56,78,0,2.9,3.6,3.7,3.4,4.4,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Analyst","Sydney","Commonwealth Bank",102762,88000,120000,"10000+ Employees","Company - Public","Finance",1911,"Banking & Lending","$5 to $10 billion (USD)",4.1,85,90,1603,4,3.8,4.1,3.7,4,"New South Wales",1,0,1,0,0,0,0,1,0,0,-33.8688,151.2093
"Data Analyst","Sydney","Commonwealth Bank",102762,88000,120000,"10000+ Employees","Company - Public","Finance",1911,"Banking & Lending","$5 to $10 billion (USD)",4.1,85,90,1603,4,3.8,4.1,3.7,4,"New South Wales",1,0,1,0,0,0,0,1,0,0,-33.8688,151.2093
"Data Scientist","Sydney","APRA",116190,100000,135000,"1 to 50 Employees","Company - Private","Other",1943,"Other","Unknown / Non-Applicable",4,78,78,0,4,3,4,4,3,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","PLAYGROUND XYZ",122107,107000,140000,"51 to 200 Employees","Company - Private","Media & Communication",2015,"Advertising & Public Relations","$25 to $50 million (USD)",4.7,93,78,0,4.8,4.5,4.9,4.7,4.7,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Analyst","Sydney","Commonwealth Bank",102762,88000,120000,"10000+ Employees","Company - Public","Finance",1911,"Banking & Lending","$5 to $10 billion (USD)",4.1,85,90,1603,4,3.8,4.1,3.7,4,"New South Wales",1,0,1,0,0,0,0,1,0,0,-33.8688,151.2093
"Data Engineer","Sydney","AMP Limited",155763,140000,173000,"5001 to 10000 Employees","Company - Public","Finance",1849,"Investment & Asset Management","$5 to $10 billion (USD)",3.3,54,12,5,3,3.1,3.2,2.7,3.9,"New South Wales",0,0,0,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Aon",84429,68000,104000,"10000+ Employees","Company - Public","Insurance",1892,"Insurance Agencies & Brokerages","$10+ billion (USD)",3.9,79,86,2330,3.7,3.5,3.9,3.6,3.7,"New South Wales",0,0,1,0,1,0,0,1,1,1,-33.8688,151.2093
"Data Engineer","Sydney","AMP Limited",155763,140000,173000,"5001 to 10000 Employees","Company - Public","Finance",1849,"Investment & Asset Management","$5 to $10 billion (USD)",3.3,54,12,5,3,3.1,3.2,2.7,3.9,"New South Wales",0,0,0,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Kaplan Australia",120181,100000,144000,"10000+ Employees","Subsidiary or Business Segment","Education",1938,"Education Support & Training Services","$2 to $5 billion (USD)",3.6,61,75,241,3.2,3.2,3.6,3.3,3.6,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Lion",89582,75000,107000,"5001 to 10000 Employees","Company - Private","Manufacturing",1943,"Food & Beverage Manufacturing","$2 to $5 billion (USD)",3.9,85,61,95,3.7,3.9,3.9,3.6,4,"New South Wales",1,0,1,0,0,0,1,0,0,1,-33.8688,151.2093
"Data Scientist","Sydney","Kaplan Australia",120181,100000,144000,"10000+ Employees","Subsidiary or Business Segment","Education",1938,"Education Support & Training Services","$2 to $5 billion (USD)",3.6,61,75,241,3.2,3.2,3.6,3.3,3.6,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Engineer","Sydney","AMP Limited",155763,140000,173000,"5001 to 10000 Employees","Company - Public","Finance",1849,"Investment & Asset Management","$5 to $10 billion (USD)",3.3,54,12,5,3,3.1,3.2,2.7,3.9,"New South Wales",0,0,0,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Kaplan Australia",120181,100000,144000,"10000+ Employees","Subsidiary or Business Segment","Education",1938,"Education Support & Training Services","$2 to $5 billion (USD)",3.6,61,75,241,3.2,3.2,3.6,3.3,3.6,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Other","Sydney","Logickube",90000,90000,90000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Other","Sydney","Logickube",90000,90000,90000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","MALTEM Australia",170000,170000,170000,"1001 to 5000 Employees","Company - Private","Management & Consulting",2001,"Business Consulting","$50 to $100 million (USD)",3.8,76,75,52,3.9,3.7,3.6,3.6,3.9,"New South Wales",0,1,1,0,0,0,0,0,1,1,-33.8688,151.2093
"Data Scientist","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
"Data Engineer","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",0,0,1,1,0,0,0,0,0,0,-33.8688,151.2093
"Data Engineer","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",0,0,1,1,0,0,0,0,0,0,-33.8688,151.2093
"Data Analyst","Sydney","Hearts & Science",50400,40000,64000,"1001 to 5000 Employees","Company - Public","Media & Communication",2015,"Advertising & Public Relations","$2 to $5 billion (USD)",3.4,53,72,25,3.4,3.1,3.5,3.1,2.9,"New South Wales",1,1,1,0,0,0,1,0,0,0,-33.8688,151.2093
"Other","Sydney","Logickube",90000,90000,90000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Engineer","Sydney","GoTech Solutions Pty Ltd",125000,110000,140000,"Unknown","Company - Public","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",0,0,1,1,0,0,0,0,0,0,-33.8688,151.2093
"Other","Sydney","Samsung Electronics",83427,58000,120000,"1001 to 5000 Employees","Subsidiary or Business Segment","Information Technology",1938,"Computer Hardware Development","$10+ billion (USD)",3.4,57,60,108,3.1,3.8,3,2.9,2.7,"New South Wales",0,0,0,0,0,0,1,0,0,0,-33.8688,151.2093
"Other","Sydney","Samsung Electronics",83427,58000,120000,"1001 to 5000 Employees","Subsidiary or Business Segment","Information Technology",1938,"Computer Hardware Development","$10+ billion (USD)",4.1,77,81,490,3.1,3.8,3,2.9,2.7,"New South Wales",0,0,0,0,0,0,1,0,0,0,-33.8688,151.2093
"Other","Sydney","Samsung Electronics",83427,58000,120000,"1001 to 5000 Employees","Subsidiary or Business Segment","Information Technology",1938,"Computer Hardware Development","$10+ billion (USD)",3.4,57,60,108,3.1,3.8,3,2.9,2.7,"New South Wales",0,0,0,0,0,0,1,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","PLAYGROUND XYZ",122107,107000,140000,"51 to 200 Employees","Company - Private","Media & Communication",2015,"Advertising & Public Relations","$25 to $50 million (USD)",4.7,93,78,0,4.8,4.5,4.9,4.7,4.7,"New South Wales",1,0,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Australian Prudential Regulation Authority (APRA)",129075,116000,144000,"501 to 1000 Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$100 to $500 million (USD)",3.8,56,78,0,2.9,3.6,3.7,3.4,4.4,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Australian Prudential Regulation Authority (APRA)",129075,116000,144000,"501 to 1000 Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$100 to $500 million (USD)",3.8,56,78,0,2.9,3.6,3.7,3.4,4.4,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Analyst","Sydney","Commonwealth Bank",102762,88000,120000,"10000+ Employees","Company - Public","Finance",1911,"Banking & Lending","$5 to $10 billion (USD)",4.1,85,90,1603,4,3.8,4.1,3.7,4,"New South Wales",1,0,1,0,0,0,0,1,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Australian Prudential Regulation Authority (APRA)",129075,116000,144000,"501 to 1000 Employees","Government","Government & Public Administration",1943,"National Services & Agencies","$100 to $500 million (USD)",3.8,56,78,0,2.9,3.6,3.7,3.4,4.4,"New South Wales",1,1,1,0,0,0,0,0,0,0,-33.8688,151.2093
"Data Scientist","Sydney","Interpro People",135000,120000,150000,"Unkown","Other","Other",1943,"Other","Unknown / Non-Applicable",3.9,78,78,2264,3.8,3.6,3.9,3.5,3.8,"New South Wales",1,1,1,1,0,0,0,1,1,1,-33.8688,151.2093
